2021,모가디슈,3610000,2022.09.07.
2021,이터널스,3050000,2021.11.03.
2021,블랙 위도우,2960000,2021.07.07.
2021,분노의 질주: 더 얼티메이트,2290000,2021.05.19.
2021,싱크홀,2190000,2021.08.11.
2021,극장판 귀멸의 칼날: 무한열차편,2180000,2022.04.21.
2021,베놈 2: 렛 데어 비 카니지,2120000,2021.10.13.
2021,소울,2040000,2021.01.20.
2021,크루엘라,1980000,2021.05.26.
2021,샹치와 텐 링즈의 전설,1740000,2021.09.01.
2021,인질,1630000,2021.08.18.
2021,듄,1660000,2022.02.09.
2021,보이스,1420000,2021.09.15.
2021,007 노 타임 투 다이,1220000,2021.09.29.
2021,미나리,1130000,2021.03.03.
2021,발신제한,950000,2021.06.23.
2021,보스 베이비 2,920000,2021.07.21.
2021,콰이어트 플레이스 2,860000,2021.06.16.
2021,랑종,830000,2021.07.14.
2021,유체이탈자,810000,2021.11.24.
2021,컨저링 3: 악마가 시켰다,790000,2021.06.03.
2021,기적,710000,2021.09.15.
2021,고질라 VS. 콩,700000,2021.03.25.
2021,킹스맨: 퍼스트 에이전트,1020000,2021.12.22.
2021,엔칸토: 마법의 세계,630000,2021.11.24.
2021,연애 빠진 로맨스,600000,2021.11.24.
2021,장르만 로맨스,510000,2021.11.17.
2021,미션 파서블,440000,2021.02.17.
2021,더 수어사이드 스쿼드,410000,2021.08.04.
